INFO 2025-10-08 08:23:00,888 autoreload 22463 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-18 16:00:09,086 basehttp 9815 123145548009472 "GET /organizations/ HTTP/1.1" 200 61397
INFO 2025-10-18 16:11:10,580 basehttp 9815 123145531219968 "GET /organizations/ HTTP/1.1" 200 61853
INFO 2025-10-18 16:11:13,183 basehttp 9815 123145531219968 "GET / HTTP/1.1" 200 79928
INFO 2025-10-18 16:11:19,725 basehttp 9815 123145548009472 "GET /history/ HTTP/1.1" 200 59788
INFO 2025-10-18 16:11:20,024 basehttp 9815 123145531219968 - Broken pipe from ('127.0.0.1', 50575)
INFO 2025-10-18 16:11:24,123 basehttp 9815 123145548009472 "GET /organizations/ HTTP/1.1" 200 61853
INFO 2025-10-18 16:11:25,447 basehttp 9815 123145548009472 "GET /volunteers/ HTTP/1.1" 200 60495
WARNING 2025-10-18 16:11:25,540 basehttp 9815 123145531219968 "GET /static/img/volunteers/register.png HTTP/1.1" 404 2008
WARNING 2025-10-18 16:11:25,559 basehttp 9815 123145564798976 "GET /static/img/volunteers/info.png HTTP/1.1" 404 1996
WARNING 2025-10-18 16:11:25,563 basehttp 9815 123145548009472 "GET /static/img/volunteers/map.png HTTP/1.1" 404 1993
WARNING 2025-10-18 16:11:25,565 basehttp 9815 123145598377984 "GET /static/img/volunteers/certificate.png HTTP/1.1" 404 2017
WARNING 2025-10-18 16:11:25,568 basehttp 9815 123145581588480 "GET /static/img/volunteers/plant.png HTTP/1.1" 404 1999
WARNING 2025-10-18 16:11:25,589 basehttp 9815 123145531219968 "GET /static/img/organizers/register.png HTTP/1.1" 404 2008
WARNING 2025-10-18 16:11:25,622 basehttp 9815 123145615167488 "GET /static/img/organizers/document.png HTTP/1.1" 404 2008
WARNING 2025-10-18 16:11:25,645 basehttp 9815 123145548009472 "GET /static/img/organizers/plant.png HTTP/1.1" 404 1999
WARNING 2025-10-18 16:11:25,660 basehttp 9815 123145564798976 "GET /static/img/organizers/event.png HTTP/1.1" 404 1999
INFO 2025-10-18 16:11:27,504 basehttp 9815 123145531219968 "GET / HTTP/1.1" 200 79928
INFO 2025-10-18 16:11:29,301 basehttp 9815 123145548009472 "GET /reports/ HTTP/1.1" 200 63377
INFO 2025-10-18 16:11:29,630 basehttp 9815 123145531219968 - Broken pipe from ('127.0.0.1', 50591)
INFO 2025-10-19 08:36:18,789 autoreload 31676 140704637906368 Watching for file changes with StatReloader
INFO 2025-10-19 08:37:06,045 basehttp 31676 123145339179008 "GET /reports/ HTTP/1.1" 200 63377
INFO 2025-10-19 08:37:06,150 basehttp 31676 123145355968512 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:37:06,152 basehttp 31676 123145339179008 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:37:06,160 basehttp 31676 123145372758016 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:37:06,222 basehttp 31676 123145339179008 "GET /reports/ HTTP/1.1" 200 63377
INFO 2025-10-19 08:37:06,262 basehttp 31676 123145339179008 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:37:06,330 basehttp 31676 123145355968512 "GET /reports/ HTTP/1.1" 200 63377
INFO 2025-10-19 08:37:06,390 basehttp 31676 123145372758016 - Broken pipe from ('127.0.0.1', 51224)
INFO 2025-10-19 08:37:06,395 basehttp 31676 123145339179008 - Broken pipe from ('127.0.0.1', 51221)
INFO 2025-10-19 08:37:06,405 basehttp 31676 123145389547520 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:37:06,412 basehttp 31676 123145355968512 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:37:06,422 basehttp 31676 123145406337024 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:37:08,411 basehttp 31676 123145406337024 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:37:09,692 basehttp 31676 123145406337024 "GET /about/ HTTP/1.1" 200 44449
INFO 2025-10-19 08:37:11,493 basehttp 31676 123145406337024 "GET / HTTP/1.1" 200 79928
INFO 2025-10-19 08:37:32,420 basehttp 31676 123145406337024 - Broken pipe from ('127.0.0.1', 51226)
INFO 2025-10-19 08:38:03,273 basehttp 31676 123145339179008 "GET / HTTP/1.1" 200 79928
INFO 2025-10-19 08:38:21,022 basehttp 31676 123145339179008 - Broken pipe from ('127.0.0.1', 51276)
INFO 2025-10-19 08:38:24,422 basehttp 31676 123145355968512 "GET /static/videos/pollution.mp4 HTTP/1.1" 200 7665900
INFO 2025-10-19 08:39:29,081 autoreload 32315 140704637906368 Watching for file changes with StatReloader
INFO 2025-10-19 08:39:31,631 basehttp 32315 123145527459840 "GET / HTTP/1.1" 200 79925
INFO 2025-10-19 08:39:33,221 basehttp 32315 123145527459840 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:39:37,520 basehttp 32315 123145527459840 "GET / HTTP/1.1" 200 79925
INFO 2025-10-19 08:39:48,129 basehttp 32315 123145527459840 "GET / HTTP/1.1" 200 79928
INFO 2025-10-19 08:39:48,216 basehttp 32315 123145527459840 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:39:48,219 basehttp 32315 123145544249344 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:39:48,222 basehttp 32315 123145561038848 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:39:48,259 basehttp 32315 123145577828352 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:39:48,323 basehttp 32315 123145577828352 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:39:48,332 basehttp 32315 123145561038848 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:39:48,365 basehttp 32315 123145577828352 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:39:48,384 basehttp 32315 123145561038848 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:39:48,421 basehttp 32315 123145561038848 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:39:48,442 basehttp 32315 123145577828352 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:39:49,092 basehttp 32315 123145594617856 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:39:49,257 basehttp 32315 123145561038848 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:39:49,267 basehttp 32315 123145544249344 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:39:49,348 basehttp 32315 123145577828352 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:39:51,711 basehttp 32315 123145577828352 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:40:04,975 basehttp 32315 123145527459840 - Broken pipe from ('127.0.0.1', 51291)
INFO 2025-10-19 08:41:25,042 basehttp 32315 123145577828352 "GET / HTTP/1.1" 200 79928
INFO 2025-10-19 08:41:25,106 basehttp 32315 123145577828352 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:41:25,117 basehttp 32315 123145544249344 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:41:25,134 basehttp 32315 123145561038848 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:41:25,164 basehttp 32315 123145594617856 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:41:25,186 basehttp 32315 123145561038848 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:41:25,211 basehttp 32315 123145594617856 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:41:25,222 basehttp 32315 123145594617856 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:41:25,232 basehttp 32315 123145561038848 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:41:25,313 basehttp 32315 123145561038848 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:41:25,609 basehttp 32315 123145561038848 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:41:26,148 basehttp 32315 123145544249344 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:41:26,218 basehttp 32315 123145527459840 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:41:26,288 basehttp 32315 123145594617856 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:41:26,316 basehttp 32315 123145561038848 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:41:28,721 basehttp 32315 123145561038848 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:41:41,754 basehttp 32315 123145577828352 - Broken pipe from ('127.0.0.1', 51295)
INFO 2025-10-19 08:41:51,375 basehttp 32315 123145561038848 "GET / HTTP/1.1" 200 79928
INFO 2025-10-19 08:41:51,466 basehttp 32315 123145561038848 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:41:51,471 basehttp 32315 123145527459840 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:41:51,497 basehttp 32315 123145594617856 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:41:51,567 basehttp 32315 123145544249344 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:41:51,575 basehttp 32315 123145594617856 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:41:51,670 basehttp 32315 123145561038848 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:41:51,673 basehttp 32315 123145527459840 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:41:51,731 basehttp 32315 123145577828352 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:41:51,736 basehttp 32315 123145594617856 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:41:51,744 basehttp 32315 123145544249344 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:41:52,267 basehttp 32315 123145594617856 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:41:52,295 basehttp 32315 123145577828352 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:41:52,322 basehttp 32315 123145544249344 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:41:52,603 basehttp 32315 123145544249344 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:41:53,655 basehttp 32315 123145544249344 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:42:08,046 basehttp 32315 123145527459840 - Broken pipe from ('127.0.0.1', 51308)
INFO 2025-10-19 08:43:18,014 autoreload 33091 140704637906368 Watching for file changes with StatReloader
INFO 2025-10-19 08:43:22,877 basehttp 33091 123145460264960 "GET / HTTP/1.1" 200 79924
INFO 2025-10-19 08:43:39,773 basehttp 33091 123145460264960 - Broken pipe from ('127.0.0.1', 51321)
WARNING 2025-10-19 08:43:55,529 log 33091 123145477054464 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-10-19 08:43:55,531 basehttp 33091 123145477054464 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 7235
INFO 2025-10-19 08:45:06,011 basehttp 33091 123145477054464 "GET / HTTP/1.1" 200 79886
INFO 2025-10-19 08:45:06,181 basehttp 33091 123145477054464 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:45:06,182 basehttp 33091 123145460264960 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:45:06,219 basehttp 33091 123145493843968 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:45:06,225 basehttp 33091 123145477054464 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:45:06,273 basehttp 33091 123145477054464 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:45:06,308 basehttp 33091 123145477054464 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:45:06,362 basehttp 33091 123145477054464 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:45:06,393 basehttp 33091 123145493843968 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:45:06,419 basehttp 33091 123145493843968 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:45:06,812 basehttp 33091 123145493843968 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:45:08,387 basehttp 33091 123145477054464 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:45:08,516 basehttp 33091 123145493843968 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:45:08,566 basehttp 33091 123145493843968 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:45:08,758 basehttp 33091 123145493843968 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:45:09,168 basehttp 33091 123145493843968 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:45:10,341 basehttp 33091 123145493843968 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:45:25,787 basehttp 33091 123145477054464 - Broken pipe from ('127.0.0.1', 51322)
INFO 2025-10-19 08:45:31,440 basehttp 33091 123145493843968 "GET / HTTP/1.1" 200 79919
INFO 2025-10-19 08:45:31,529 basehttp 33091 123145460264960 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:45:31,547 basehttp 33091 123145510633472 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:45:31,565 basehttp 33091 123145477054464 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:45:31,572 basehttp 33091 123145493843968 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:45:31,611 basehttp 33091 123145510633472 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:45:31,622 basehttp 33091 123145477054464 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:45:31,639 basehttp 33091 123145477054464 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:45:31,651 basehttp 33091 123145510633472 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:45:31,725 basehttp 33091 123145510633472 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:45:31,735 basehttp 33091 123145510633472 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:45:32,394 basehttp 33091 123145477054464 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:45:32,452 basehttp 33091 123145493843968 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:45:32,619 basehttp 33091 123145510633472 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:45:32,670 basehttp 33091 123145510633472 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:45:32,843 basehttp 33091 123145510633472 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:45:33,552 basehttp 33091 123145510633472 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:45:38,171 basehttp 33091 123145510633472 "GET / HTTP/1.1" 200 79919
INFO 2025-10-19 08:45:38,244 basehttp 33091 123145460264960 - Broken pipe from ('127.0.0.1', 51622)
INFO 2025-10-19 08:45:38,264 basehttp 33091 123145477054464 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:45:38,274 basehttp 33091 123145510633472 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:45:38,291 basehttp 33091 123145493843968 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:45:38,328 basehttp 33091 123145460264960 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:45:38,338 basehttp 33091 123145493843968 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:45:38,415 basehttp 33091 123145493843968 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:45:38,425 basehttp 33091 123145493843968 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:45:38,435 basehttp 33091 123145493843968 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:45:38,440 basehttp 33091 123145460264960 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:45:38,584 basehttp 33091 123145460264960 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:45:39,239 basehttp 33091 123145460264960 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:45:39,275 basehttp 33091 123145460264960 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:45:39,492 basehttp 33091 123145493843968 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:45:39,521 basehttp 33091 123145460264960 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:45:42,145 basehttp 33091 123145493843968 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:45:54,860 basehttp 33091 123145510633472 - Broken pipe from ('127.0.0.1', 51627)
INFO 2025-10-19 08:46:38,305 basehttp 33091 123145493843968 "GET / HTTP/1.1" 200 79952
INFO 2025-10-19 08:46:38,387 basehttp 33091 123145493843968 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:46:38,399 basehttp 33091 123145460264960 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:46:38,421 basehttp 33091 123145477054464 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:46:38,444 basehttp 33091 123145510633472 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:46:38,476 basehttp 33091 123145477054464 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:46:38,484 basehttp 33091 123145510633472 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:46:38,501 basehttp 33091 123145510633472 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:46:38,509 basehttp 33091 123145477054464 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:46:38,584 basehttp 33091 123145477054464 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:46:38,993 basehttp 33091 123145477054464 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:46:39,470 basehttp 33091 123145527422976 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:46:39,609 basehttp 33091 123145460264960 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:46:39,626 basehttp 33091 123145510633472 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:46:39,676 basehttp 33091 123145477054464 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:46:43,172 basehttp 33091 123145477054464 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:46:57,688 basehttp 33091 123145493843968 - Broken pipe from ('127.0.0.1', 51626)
INFO 2025-10-19 08:48:02,347 basehttp 33091 123145477054464 "GET / HTTP/1.1" 200 79965
INFO 2025-10-19 08:48:02,425 basehttp 33091 123145510633472 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:48:02,435 basehttp 33091 123145477054464 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:48:02,458 basehttp 33091 123145460264960 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:48:02,474 basehttp 33091 123145527422976 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:48:02,494 basehttp 33091 123145460264960 "GET / HTTP/1.1" 200 79965
INFO 2025-10-19 08:48:02,582 basehttp 33091 123145527422976 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:48:02,594 basehttp 33091 123145460264960 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:48:02,604 basehttp 33091 123145477054464 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:48:02,613 basehttp 33091 123145510633472 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:48:02,650 basehttp 33091 123145510633472 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:48:02,651 basehttp 33091 123145477054464 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:48:02,722 basehttp 33091 123145510633472 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:48:02,754 basehttp 33091 123145477054464 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:48:02,760 basehttp 33091 123145510633472 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:48:02,771 basehttp 33091 123145460264960 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:48:03,446 basehttp 33091 123145510633472 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:48:03,527 basehttp 33091 123145477054464 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:48:03,558 basehttp 33091 123145460264960 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:48:03,583 basehttp 33091 123145477054464 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:48:03,712 basehttp 33091 123145527422976 "GET /static/videos/pollution.mp4 HTTP/1.1" 200 7665900
INFO 2025-10-19 08:48:06,640 basehttp 33091 123145477054464 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:48:06,897 basehttp 33091 123145477054464 "GET / HTTP/1.1" 200 79965
INFO 2025-10-19 08:48:06,921 basehttp 33091 123145527422976 - Broken pipe from ('127.0.0.1', 51648)
INFO 2025-10-19 08:48:07,046 basehttp 33091 123145477054464 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:48:07,074 basehttp 33091 123145460264960 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:48:07,090 basehttp 33091 123145510633472 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:48:07,105 basehttp 33091 123145493843968 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:48:07,193 basehttp 33091 123145460264960 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:48:07,197 basehttp 33091 123145493843968 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:48:07,221 basehttp 33091 123145460264960 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:48:07,237 basehttp 33091 123145493843968 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:48:07,256 basehttp 33091 123145460264960 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:48:07,260 basehttp 33091 123145510633472 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:48:07,808 basehttp 33091 123145460264960 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:48:07,845 basehttp 33091 123145510633472 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:48:07,927 basehttp 33091 123145460264960 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:48:08,085 basehttp 33091 123145460264960 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:48:10,758 basehttp 33091 123145460264960 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:48:11,439 basehttp 33091 123145460264960 "GET / HTTP/1.1" 200 79965
INFO 2025-10-19 08:48:11,516 basehttp 33091 123145510633472 - Broken pipe from ('127.0.0.1', 51647)
INFO 2025-10-19 08:48:11,527 basehttp 33091 123145493843968 "GET /static/css/main_page.css HTTP/1.1" 200 5236
INFO 2025-10-19 08:48:11,539 basehttp 33091 123145460264960 "GET /static/css/tailwind.output.css HTTP/1.1" 200 32963
INFO 2025-10-19 08:48:11,547 basehttp 33091 123145477054464 "GET /static/img/logo.png HTTP/1.1" 200 281554
INFO 2025-10-19 08:48:11,576 basehttp 33091 123145527422976 "GET /static/img/cutted-forest.png HTTP/1.1" 200 784418
INFO 2025-10-19 08:48:11,583 basehttp 33091 123145477054464 "GET /static/img/beetle-icon.png HTTP/1.1" 200 1093023
INFO 2025-10-19 08:48:11,691 basehttp 33091 123145460264960 "GET /static/js/video.js HTTP/1.1" 200 1985
INFO 2025-10-19 08:48:11,698 basehttp 33091 123145493843968 "GET /static/js/card.js HTTP/1.1" 200 9483
INFO 2025-10-19 08:48:11,726 basehttp 33091 123145477054464 "GET /static/img/cutting-icon.png HTTP/1.1" 200 658640
INFO 2025-10-19 08:48:11,738 basehttp 33091 123145510633472 "GET /static/img/pollution-icon.png HTTP/1.1" 200 598273
INFO 2025-10-19 08:48:11,745 basehttp 33091 123145527422976 "GET /static/img/fire-icon.png HTTP/1.1" 200 1566475
INFO 2025-10-19 08:48:12,519 basehttp 33091 123145460264960 "GET /static/img/hero-bg-2.png HTTP/1.1" 200 704647
INFO 2025-10-19 08:48:12,571 basehttp 33091 123145510633472 "GET /static/videos/cutting.mp4 HTTP/1.1" 200 1827320
INFO 2025-10-19 08:48:12,592 basehttp 33091 123145477054464 "GET /static/videos/fire.mp4 HTTP/1.1" 200 2135276
INFO 2025-10-19 08:48:12,623 basehttp 33091 123145527422976 "GET /static/videos/beetle.mp4 HTTP/1.1" 200 3341312
INFO 2025-10-19 08:48:15,206 basehttp 33091 123145527422976 "GET /static/img/favicon.ico HTTP/1.1" 200 15323
INFO 2025-10-19 08:48:20,406 basehttp 33091 123145527422976 "GET / HTTP/1.1" 200 79965
INFO 2025-10-19 08:48:20,460 basehttp 33091 123145493843968 - Broken pipe from ('127.0.0.1', 51656)
